id,CS111_grade,CS111_points,CS111_termWork,CS111_examWork,CS111_result,CS112_grade,CS112_points,CS112_termWork,CS112_examWork,CS112_result,CS213_grade,CS213_points,CS213_termWork,CS213_examWork,CS213_result,CS214_grade,CS214_points,CS214_termWork,CS214_examWork,CS214_result,CS251_grade,CS251_points,CS251_termWork,CS251_examWork,CS251_result,DS211_grade,DS211_points,DS211_termWork,DS211_examWork,DS211_result,DS251_grade,DS251_points,DS251_termWork,DS251_examWork,DS251_result,HU111_grade,HU111_points,HU111_termWork,HU111_examWork,HU111_result,HU112_grade,HU112_points,HU112_termWork,HU112_examWork,HU112_result,HU113_grade,HU113_points,HU113_termWork,HU113_examWork,HU113_result,HU117_grade,HU117_points,HU117_termWork,HU117_examWork,HU117_result,HU118_grade,HU118_points,HU118_termWork,HU118_examWork,HU118_result,HU121_grade,HU121_points,HU121_termWork,HU121_examWork,HU121_result,HU124_grade,HU124_points,HU124_termWork,HU124_examWork,HU124_result,HU225_grade,HU225_points,HU225_termWork,HU225_examWork,HU225_result,IS211_grade,IS211_points,IS211_termWork,IS211_examWork,IS211_result,IS231_grade,IS231_points,IS231_termWork,IS231_examWork,IS231_result,IT111_grade,IT111_points,IT111_termWork,IT111_examWork,IT111_result,IT212_grade,IT212_points,IT212_termWork,IT212_examWork,IT212_result,IT221_grade,IT221_points,IT221_termWork,IT221_examWork,IT221_result,MA111_grade,MA111_points,MA111_termWork,MA111_examWork,MA111_result,MA112_grade,MA112_points,MA112_termWork,MA112_examWork,MA112_result,MA113_grade,MA113_points,MA113_termWork,MA113_examWork,MA113_result,MA214_grade,MA214_points,MA214_termWork,MA214_examWork,MA214_result,ST121_grade,ST121_points,ST121_termWork,ST121_examWork,ST121_result,ST222_grade,ST222_points,ST222_termWork,ST222_examWork,ST222_result,gpa,min_gpa,program
40112,C+,2.7,34.0,37.0,71.0,B+,3.3,35.0,45.0,80.0,D+,2.2,35.0,26.0,61.0,C+,2.7,33.0,41.0,74.0,D+,2.2,30.0,31.0,61.0,C+,2.7,34.0,37.0,71.0,C,2.4,34.0,35.0,69.0,B,3.0,34.0,41.0,75.0,B,3.0,35.0,44.0,79.0,C,2.4,26.0,42.0,68.0,B,3.0,29.0,46.0,75.0,B+,3.3,31.0,50.0,81.0,B,3.0,34.0,45.0,79.0,A+,4.0,38.0,53.0,91.0,B,3.0,25.0,53.0,78.0,C+,2.7,34.0,40.0,74.0,D,2.0,22.0,37.0,59.0,C,2.4,27.0,42.0,69.0,D,2.0,24.0,33.0,57.0,B+,3.3,37.0,44.0,81.0,A,3.7,40.0,46.0,86.0,C+,2.7,35.0,39.0,74.0,B,3.0,37.0,40.0,77.0,B,3.0,38.0,40.0,78.0,A+,4.0,39.0,51.0,90.0,D,2.0,31.0,19.0,50.0,2.87,2.39,Artificial Intelligence
40113,C,2.4,35.0,33.0,68.0,A+,4.0,39.0,53.0,92.0,D,2.0,33.0,21.0,54.0,C+,2.7,29.0,44.0,73.0,C,2.4,24.0,42.0,66.0,B,3.0,35.0,40.0,75.0,B+,3.3,36.0,48.0,84.0,B,3.0,33.0,44.0,77.0,B,3.0,33.0,44.0,77.0,C+,2.7,26.0,48.0,74.0,C+,2.7,25.0,46.0,71.0,B+,3.3,27.0,54.0,81.0,B,3.0,33.0,46.0,79.0,A+,4.0,39.0,53.0,92.0,B,3.0,22.0,55.0,77.0,B,3.0,36.0,39.0,75.0,B+,3.3,34.0,50.0,84.0,B,3.0,37.0,41.0,78.0,C,2.4,29.0,37.0,66.0,C+,2.7,37.0,34.0,71.0,B+,3.3,40.0,41.0,81.0,C,2.4,33.0,36.0,69.0,C+,2.7,35.0,38.0,73.0,C+,2.7,34.0,40.0,74.0,A+,4.0,40.0,55.0,95.0,D+,2.2,25.0,36.0,61.0,2.71,1.51,Information Technology
40114,A,3.7,40.0,48.0,88.0,A+,4.0,40.0,51.0,91.0,A,3.7,40.0,48.0,88.0,A+,4.0,39.0,51.0,90.0,B+,3.3,36.0,48.0,84.0,A+,4.0,39.0,57.0,96.0,A+,4.0,40.0,51.0,91.0,B,3.0,28.0,47.0,75.0,A+,4.0,40.0,54.0,94.0,A,3.7,36.0,50.0,86.0,C,2.4,21.0,44.0,65.0,B,3.0,27.0,48.0,75.0,A+,4.0,40.0,51.0,91.0,A+,4.0,38.0,53.0,91.0,B,3.0,20.0,55.0,75.0,A,3.7,40.0,47.0,87.0,A+,4.0,40.0,55.0,95.0,A+,4.0,40.0,58.0,98.0,B+,3.3,34.0,48.0,82.0,A,3.7,39.0,48.0,87.0,B+,3.3,40.0,44.0,84.0,B+,3.3,39.0,42.0,81.0,B+,3.3,39.0,44.0,83.0,A,3.7,40.0,49.0,89.0,A+,4.0,40.0,56.0,96.0,B,3.0,38.0,37.0,75.0,3.53,2.7,Information Systems
40115,A+,4.0,37.0,54.0,91.0,A+,4.0,37.0,56.0,93.0,D+,2.2,35.0,28.0,63.0,C+,2.7,32.0,40.0,72.0,D+,2.2,24.0,36.0,60.0,A,3.7,37.0,51.0,88.0,C+,2.7,32.0,40.0,72.0,C+,2.7,28.0,43.0,71.0,B+,3.3,31.0,53.0,84.0,B,3.0,28.0,51.0,79.0,D+,2.2,33.0,28.0,61.0,C+,2.7,30.0,44.0,74.0,A+,4.0,37.0,53.0,90.0,A,3.7,39.0,50.0,89.0,C+,2.7,20.0,53.0,73.0,C+,2.7,33.0,40.0,73.0,A,3.7,37.0,51.0,88.0,A+,4.0,40.0,60.0,100.0,B,3.0,35.0,43.0,78.0,B+,3.3,36.0,45.0,81.0,A+,4.0,40.0,57.0,97.0,A,3.7,40.0,45.0,85.0,A,3.7,40.0,48.0,88.0,A,3.7,35.0,52.0,87.0,A+,4.0,40.0,57.0,97.0,B+,3.3,36.0,45.0,81.0,3.19,1.51,Information Technology
40116,A,3.7,38.0,50.0,88.0,A+,4.0,40.0,50.0,90.0,C,2.4,40.0,28.0,68.0,C+,2.7,30.0,44.0,74.0,C,2.4,28.0,40.0,68.0,A+,4.0,38.0,56.0,94.0,B+,3.3,37.0,43.0,80.0,C+,2.7,30.0,44.0,74.0,B+,3.3,33.0,51.0,84.0,B,3.0,29.0,47.0,76.0,D+,2.2,21.0,42.0,63.0,B,3.0,27.0,51.0,78.0,A,3.7,36.0,49.0,85.0,A,3.7,39.0,50.0,89.0,B,3.0,18.0,60.0,78.0,B+,3.3,39.0,43.0,82.0,A,3.7,33.0,53.0,86.0,A+,4.0,40.0,59.0,99.0,B,3.0,30.0,46.0,76.0,A,3.7,36.0,51.0,87.0,A+,4.0,40.0,53.0,93.0,A+,4.0,40.0,51.0,91.0,A+,4.0,40.0,55.0,95.0,B,3.0,38.0,40.0,78.0,A+,4.0,40.0,59.0,99.0,B+,3.3,35.0,46.0,81.0,3.45,2.56,Computer Science
40117,B,3.0,33.0,42.0,75.0,D+,2.2,25.0,37.0,62.0,D,2.0,32.0,18.0,50.0,D,2.0,28.0,28.0,56.0,D,2.0,20.0,35.0,55.0,D+,2.2,33.0,31.0,64.0,B,3.0,35.0,43.0,78.0,C,2.4,28.0,38.0,66.0,B+,3.3,33.0,48.0,81.0,C,2.4,29.0,38.0,67.0,D,2.0,25.0,34.0,59.0,C+,2.7,27.0,45.0,72.0,B+,3.3,36.0,44.0,80.0,A,3.7,38.0,50.0,88.0,B,3.0,19.0,57.0,76.0,B,3.0,37.0,38.0,75.0,B,3.0,31.0,44.0,75.0,B,3.0,34.0,45.0,79.0,D,2.0,24.0,32.0,56.0,B,3.0,36.0,39.0,75.0,B+,3.3,38.0,46.0,84.0,D+,2.2,24.0,39.0,63.0,D,2.0,32.0,26.0,58.0,D,2.0,37.0,21.0,58.0,C+,2.7,35.0,36.0,71.0,D,2.0,30.0,29.0,59.0,2.55,1.6,Operation Research & Decision Support
40118,D,2.0,15.0,43.0,58.0,C,2.4,26.0,39.0,65.0,B,3.0,36.0,43.0,79.0,D,2.0,27.0,32.0,59.0,D+,2.2,27.0,35.0,62.0,A,3.7,38.0,49.0,87.0,B,3.0,34.0,42.0,76.0,D+,2.2,30.0,33.0,63.0,C+,2.7,33.0,39.0,72.0,D,2.0,21.0,38.0,59.0,C,2.4,25.0,40.0,65.0,B,3.0,30.0,47.0,77.0,A+,4.0,40.0,55.0,95.0,A+,4.0,40.0,50.0,90.0,D+,2.2,8.0,55.0,63.0,B,3.0,39.0,40.0,79.0,B+,3.3,25.0,58.0,83.0,D+,2.2,20.0,42.0,62.0,D,2.0,23.0,29.0,52.0,C+,2.7,30.0,44.0,74.0,D,2.0,32.0,24.0,56.0,D,2.0,23.0,30.0,53.0,D,2.0,26.0,32.0,58.0,C+,2.7,33.0,39.0,72.0,D+,2.2,27.0,36.0,63.0,D,2.0,24.0,32.0,56.0,2.56,1.51,Information Technology
40119,A+,4.0,40.0,60.0,100.0,A+,4.0,40.0,53.0,93.0,A+,4.0,40.0,51.0,91.0,A+,4.0,40.0,52.0,92.0,C+,2.7,35.0,36.0,71.0,A+,4.0,38.0,55.0,93.0,A,3.7,38.0,50.0,88.0,B+,3.3,35.0,49.0,84.0,A,3.7,39.0,48.0,87.0,B,3.0,34.0,45.0,79.0,C,2.4,25.0,40.0,65.0,C+,2.7,28.0,44.0,72.0,A+,4.0,40.0,51.0,91.0,A,3.7,40.0,47.0,87.0,B+,3.3,25.0,58.0,83.0,A,3.7,40.0,47.0,87.0,A+,4.0,39.0,51.0,90.0,A+,4.0,40.0,58.0,98.0,A,3.7,34.0,53.0,87.0,A,3.7,38.0,50.0,88.0,A+,4.0,40.0,51.0,91.0,A+,4.0,40.0,54.0,94.0,A,3.7,40.0,48.0,88.0,A+,4.0,40.0,56.0,96.0,A+,4.0,40.0,59.0,99.0,B+,3.3,36.0,45.0,81.0,3.72,2.56,Computer Science
40120,A,3.7,37.0,50.0,87.0,A+,4.0,40.0,50.0,90.0,B+,3.3,33.0,48.0,81.0,B+,3.3,33.0,51.0,84.0,C,2.4,29.0,40.0,69.0,A,3.7,38.0,50.0,88.0,B+,3.3,33.0,48.0,81.0,B+,3.3,40.0,44.0,84.0,B+,3.3,35.0,48.0,83.0,B,3.0,31.0,44.0,75.0,C,2.4,25.0,42.0,67.0,C+,2.7,28.0,45.0,73.0,B+,3.3,30.0,53.0,83.0,A+,4.0,39.0,51.0,90.0,D,2.0,9.0,48.0,57.0,B+,3.3,39.0,44.0,83.0,B+,3.3,30.0,53.0,83.0,A+,4.0,40.0,56.0,96.0,C+,2.7,31.0,39.0,70.0,A,3.7,37.0,48.0,85.0,A+,4.0,40.0,58.0,98.0,A+,4.0,37.0,60.0,97.0,A+,4.0,40.0,54.0,94.0,A+,4.0,40.0,56.0,96.0,A+,4.0,40.0,55.0,95.0,B,3.0,34.0,41.0,75.0,3.48,2.56,Computer Science
40121,B,3.0,37.0,39.0,76.0,C,2.4,31.0,38.0,69.0,D,2.0,31.0,26.0,57.0,C,2.4,29.0,37.0,66.0,D,2.0,23.0,30.0,53.0,B,3.0,34.0,41.0,75.0,D,2.0,30.0,29.0,59.0,D+,2.2,31.0,32.0,63.0,D,2.0,21.0,36.0,57.0,D+,2.2,24.0,41.0,64.0,D+,2.2,21.0,40.0,61.0,C+,2.7,29.0,42.0,71.0,D,2.0,28.0,31.0,59.0,A,3.7,39.0,48.0,87.0,D,2.0,11.0,42.0,53.0,C,2.4,34.0,33.0,67.0,C,2.4,26.0,40.0,66.0,A+,4.0,40.0,53.0,93.0,D,2.0,27.0,29.0,56.0,C,2.4,36.0,33.0,69.0,A,3.7,40.0,47.0,87.0,C+,2.7,32.0,39.0,71.0,B,3.0,35.0,42.0,77.0,B,3.0,35.0,42.0,77.0,B+,3.3,36.0,46.0,82.0,D+,2.2,33.0,27.0,60.0,2.7,2.39,Artificial Intelligence
40122,C,2.4,36.0,30.0,66.0,A,3.7,38.0,51.0,89.0,D,2.0,40.0,18.0,58.0,C,2.4,31.0,34.0,65.0,D+,2.2,27.0,33.0,60.0,C+,2.7,33.0,41.0,74.0,C,2.4,35.0,34.0,69.0,C,2.4,29.0,39.0,68.0,B+,3.3,35.0,45.0,80.0,D+,2.2,24.0,39.0,63.0,D,2.0,29.0,30.0,59.0,B,3.0,28.0,48.0,76.0,B,3.0,33.0,44.0,77.0,A,3.7,39.0,48.0,87.0,B,3.0,26.0,52.0,78.0,B,3.0,36.0,39.0,75.0,B,3.0,32.0,44.0,76.0,A+,4.0,40.0,52.0,92.0,C,2.4,26.0,39.0,65.0,B,3.0,36.0,42.0,78.0,A,3.7,40.0,47.0,87.0,D+,2.2,36.0,27.0,63.0,A,3.7,40.0,45.0,85.0,D,2.0,33.0,21.0,54.0,A+,4.0,40.0,55.0,95.0,D+,2.2,37.0,23.0,60.0,2.81,1.51,Information Technology
40123,B,3.0,37.0,38.0,75.0,A,3.7,40.0,47.0,87.0,C+,2.7,40.0,33.0,73.0,B,3.0,33.0,42.0,75.0,C+,2.7,30.0,41.0,71.0,A,3.7,37.0,51.0,88.0,B,3.0,35.0,43.0,78.0,B+,3.3,36.0,44.0,80.0,C+,2.7,37.0,33.0,70.0,A+,4.0,39.0,51.0,90.0,C+,2.7,29.0,42.0,71.0,B+,3.3,30.0,51.0,81.0,B,3.0,34.0,44.0,78.0,A+,4.0,37.0,53.0,90.0,B,3.0,24.0,54.0,78.0,B,3.0,39.0,39.0,78.0,B+,3.3,33.0,50.0,83.0,A+,4.0,40.0,57.0,97.0,C,2.4,33.0,32.0,65.0,A,3.7,40.0,45.0,85.0,A+,4.0,40.0,55.0,95.0,B+,3.3,36.0,45.0,81.0,B+,3.3,40.0,44.0,84.0,A+,4.0,40.0,51.0,91.0,B+,3.3,40.0,44.0,84.0,C,2.4,35.0,34.0,69.0,3.25,2.7,Information Systems
40125,C+,2.7,29.0,41.0,70.0,B,3.0,32.0,45.0,77.0,B+,3.3,40.0,43.0,83.0,C+,2.7,31.0,40.0,71.0,D+,2.2,24.0,36.0,60.0,B+,3.3,35.0,45.0,80.0,B,3.0,33.0,42.0,75.0,B+,3.3,34.0,50.0,84.0,C+,2.7,21.0,51.0,72.0,B+,3.3,34.0,47.0,81.0,D+,2.2,25.0,38.0,63.0,B+,3.3,30.0,53.0,83.0,B+,3.3,33.0,49.0,82.0,A+,4.0,40.0,54.0,94.0,A,3.7,28.0,58.0,86.0,B,3.0,37.0,39.0,76.0,A,3.7,32.0,55.0,87.0,A+,4.0,40.0,54.0,94.0,C,2.4,29.0,38.0,67.0,A,3.7,37.0,49.0,86.0,A+,4.0,40.0,51.0,91.0,C,2.4,36.0,30.0,66.0,B+,3.3,40.0,44.0,84.0,B,3.0,35.0,44.0,79.0,A+,4.0,40.0,54.0,94.0,C,2.4,34.0,32.0,66.0,3.16,2.7,Information Systems
40126,A+,4.0,37.0,57.0,94.0,A+,4.0,39.0,55.0,94.0,D+,2.2,40.0,23.0,63.0,B+,3.3,35.0,47.0,82.0,B,3.0,33.0,44.0,77.0,A,3.7,37.0,50.0,87.0,B,3.0,34.0,42.0,76.0,B+,3.3,30.0,50.0,80.0,C+,2.7,33.0,39.0,72.0,A,3.7,34.0,53.0,87.0,C,2.4,25.0,44.0,69.0,B,3.0,33.0,44.0,77.0,A,3.7,32.0,53.0,85.0,A+,4.0,40.0,53.0,93.0,B+,3.3,28.0,53.0,81.0,A,3.7,40.0,45.0,85.0,B+,3.3,36.0,48.0,84.0,A+,4.0,40.0,60.0,100.0,A,3.7,36.0,50.0,86.0,A,3.7,38.0,47.0,85.0,A+,4.0,40.0,58.0,98.0,A+,4.0,40.0,60.0,100.0,B+,3.3,40.0,42.0,82.0,B,3.0,35.0,40.0,75.0,A+,4.0,40.0,56.0,96.0,B+,3.3,36.0,45.0,81.0,3.46,2.7,Information Systems
40127,A+,4.0,39.0,60.0,99.0,A+,4.0,40.0,53.0,93.0,B+,3.3,40.0,41.0,81.0,B+,3.3,39.0,41.0,80.0,D+,2.2,29.0,35.0,64.0,A+,4.0,36.0,58.0,94.0,B+,3.3,37.0,45.0,82.0,A,3.7,35.0,52.0,87.0,B+,3.3,37.0,47.0,84.0,A,3.7,37.0,48.0,85.0,C+,2.7,29.0,42.0,71.0,A,3.7,32.0,53.0,85.0,A,3.7,38.0,50.0,88.0,A+,4.0,40.0,57.0,97.0,B,3.0,27.0,50.0,77.0,B+,3.3,40.0,42.0,82.0,A,3.7,34.0,54.0,88.0,A+,4.0,40.0,60.0,100.0,B+,3.3,32.0,51.0,83.0,A,3.7,39.0,48.0,87.0,A+,4.0,40.0,56.0,96.0,A+,4.0,40.0,54.0,94.0,A+,4.0,40.0,55.0,95.0,B+,3.3,37.0,47.0,84.0,A+,4.0,40.0,59.0,99.0,A,3.7,36.0,50.0,86.0,3.66,2.39,Artificial Intelligence
40128,D,2.0,34.0,18.0,52.0,C+,2.7,38.0,32.0,70.0,B,3.0,35.0,43.0,78.0,D+,2.2,26.0,38.0,64.0,D,2.0,24.0,30.0,54.0,C+,2.7,29.0,45.0,74.0,C+,2.7,32.0,39.0,71.0,C+,2.7,40.0,31.0,71.0,C,2.4,29.0,38.0,67.0,D+,2.2,18.0,44.0,62.0,B,3.0,37.0,40.0,77.0,D+,2.2,19.0,42.0,61.0,D,2.0,29.0,29.0,58.0,A,3.7,39.0,47.0,86.0,C+,2.7,25.0,46.0,71.0,C+,2.7,38.0,32.0,70.0,C+,2.7,31.0,43.0,74.0,B+,3.3,40.0,44.0,84.0,C,2.4,30.0,39.0,69.0,C+,2.7,29.0,45.0,74.0,C,2.4,40.0,29.0,69.0,B,3.0,40.0,36.0,76.0,B,3.0,38.0,38.0,76.0,C+,2.7,33.0,41.0,74.0,C+,2.7,38.0,35.0,73.0,C,2.4,30.0,37.0,67.0,2.74,1.6,Operation Research & Decision Support
40129,C,2.4,33.0,32.0,65.0,B+,3.3,33.0,47.0,80.0,A,3.7,40.0,46.0,86.0,C+,2.7,31.0,40.0,71.0,A,3.7,36.0,49.0,85.0,A,3.7,37.0,51.0,88.0,C,2.4,32.0,37.0,69.0,B,3.0,30.0,48.0,78.0,C+,2.7,35.0,39.0,74.0,B,3.0,29.0,47.0,76.0,D,2.0,25.0,28.0,53.0,C,2.4,23.0,42.0,65.0,B+,3.3,36.0,45.0,81.0,A,3.7,40.0,47.0,87.0,A+,4.0,35.0,57.0,92.0,C,2.4,30.0,36.0,66.0,B+,3.3,37.0,46.0,83.0,C,2.4,28.0,41.0,69.0,D+,2.2,25.0,36.0,61.0,B+,3.3,38.0,46.0,84.0,B,3.0,40.0,36.0,76.0,D,2.0,26.0,33.0,59.0,D,2.0,28.0,28.0,56.0,C+,2.7,30.0,43.0,73.0,A+,4.0,40.0,50.0,90.0,A+,4.0,40.0,55.0,95.0,2.88,1.6,Operation Research & Decision Support
40130,B,3.0,38.0,39.0,77.0,A,3.7,40.0,48.0,88.0,D+,2.2,40.0,23.0,63.0,A,3.7,35.0,51.0,86.0,C+,2.7,29.0,44.0,73.0,A,3.7,37.0,49.0,86.0,B,3.0,33.0,42.0,75.0,C,2.4,27.0,41.0,68.0,B+,3.3,33.0,48.0,81.0,C,2.4,21.0,44.0,65.0,D+,2.2,21.0,40.0,61.0,B,3.0,26.0,50.0,76.0,B+,3.3,35.0,47.0,82.0,A,3.7,39.0,50.0,89.0,B,3.0,16.0,60.0,76.0,B,3.0,35.0,43.0,78.0,B+,3.3,35.0,47.0,82.0,A+,4.0,40.0,50.0,90.0,C,2.4,25.0,44.0,69.0,A,3.7,38.0,51.0,89.0,A+,4.0,40.0,55.0,95.0,B+,3.3,40.0,42.0,82.0,A+,4.0,40.0,53.0,93.0,B,3.0,36.0,39.0,75.0,A+,4.0,40.0,58.0,98.0,B,3.0,30.0,45.0,75.0,3.22,1.6,Operation Research & Decision Support
40131,B+,3.3,35.0,48.0,83.0,B,3.0,31.0,44.0,75.0,C+,2.7,11.0,60.0,71.0,C+,2.7,31.0,40.0,71.0,D,2.0,24.0,34.0,58.0,C+,2.7,30.0,41.0,71.0,C,2.4,33.0,32.0,65.0,B,3.0,38.0,40.0,78.0,B,3.0,25.0,51.0,76.0,D,2.0,26.0,32.0,58.0,C+,2.7,29.0,42.0,71.0,C+,2.7,25.0,46.0,71.0,D+,2.2,32.0,30.0,62.0,A,3.7,40.0,48.0,88.0,D+,2.2,12.0,52.0,64.0,D+,2.2,32.0,32.0,64.0,C,2.4,31.0,38.0,69.0,A,3.7,28.0,58.0,86.0,D,2.0,16.0,37.0,53.0,C,2.4,30.0,38.0,68.0,B,3.0,38.0,39.0,77.0,D,2.0,30.0,27.0,57.0,D+,2.2,31.0,29.0,60.0,C+,2.7,30.0,42.0,72.0,C,2.4,36.0,31.0,67.0,D+,2.2,30.0,31.0,61.0,2.7,2.39,Artificial Intelligence
40132,A+,4.0,40.0,60.0,100.0,A+,4.0,40.0,52.0,92.0,B,3.0,40.0,38.0,78.0,A+,4.0,37.0,54.0,91.0,B,3.0,33.0,45.0,78.0,A+,4.0,40.0,53.0,93.0,C,2.4,32.0,37.0,69.0,B,3.0,34.0,44.0,78.0,C,2.4,23.0,42.0,65.0,D,2.0,26.0,32.0,58.0,C,2.4,29.0,40.0,69.0,C+,2.7,23.0,48.0,71.0,A,3.7,35.0,51.0,86.0,A,3.7,40.0,48.0,88.0,B+,3.3,24.0,56.0,80.0,B+,3.3,40.0,40.0,80.0,C+,2.7,33.0,38.0,71.0,A+,4.0,40.0,54.0,94.0,B+,3.3,37.0,43.0,80.0,B+,3.3,37.0,44.0,81.0,A+,4.0,40.0,50.0,90.0,A,3.7,38.0,48.0,86.0,A+,4.0,40.0,53.0,93.0,A,3.7,40.0,45.0,85.0,A+,4.0,40.0,53.0,93.0,C+,2.7,31.0,40.0,71.0,3.36,2.56,Computer Science
40133,C,2.4,35.0,30.0,65.0,B+,3.3,37.0,44.0,81.0,C,2.4,38.0,28.0,66.0,C+,2.7,35.0,38.0,73.0,C,2.4,27.0,42.0,69.0,C+,2.7,32.0,42.0,74.0,B+,3.3,32.0,48.0,80.0,B,3.0,33.0,44.0,77.0,C+,2.7,29.0,44.0,73.0,A,3.7,34.0,51.0,85.0,C,2.4,25.0,44.0,69.0,D+,2.2,21.0,42.0,63.0,B+,3.3,37.0,43.0,80.0,A+,4.0,40.0,54.0,94.0,D+,2.2,16.0,48.0,64.0,B,3.0,35.0,43.0,78.0,A,3.7,34.0,55.0,89.0,A+,4.0,40.0,58.0,98.0,C+,2.7,35.0,36.0,71.0,B+,3.3,36.0,48.0,84.0,A,3.7,40.0,49.0,89.0,C,2.4,26.0,42.0,68.0,A,3.7,40.0,47.0,87.0,C+,2.7,35.0,38.0,73.0,A+,4.0,40.0,52.0,92.0,C+,2.7,33.0,40.0,73.0,3.0,1.6,Operation Research & Decision Support
40134,A,3.7,38.0,50.0,88.0,A+,4.0,38.0,56.0,94.0,A+,4.0,40.0,57.0,97.0,B+,3.3,40.0,44.0,84.0,A,3.7,40.0,49.0,89.0,A,3.7,40.0,48.0,88.0,A,3.7,36.0,50.0,86.0,C+,2.7,34.0,39.0,73.0,C,2.4,19.0,47.0,66.0,C+,2.7,31.0,42.0,73.0,D,2.0,25.0,34.0,59.0,C+,2.7,24.0,47.0,71.0,B+,3.3,33.0,48.0,81.0,B+,3.3,38.0,44.0,82.0,A,3.7,28.0,59.0,87.0,B+,3.3,40.0,42.0,82.0,A+,4.0,36.0,58.0,94.0,A+,4.0,40.0,53.0,93.0,D,2.0,25.0,30.0,55.0,A,3.7,38.0,48.0,86.0,B+,3.3,40.0,43.0,83.0,B+,3.3,36.0,45.0,81.0,C,2.4,25.0,40.0,65.0,B+,3.3,38.0,44.0,82.0,A+,4.0,40.0,57.0,97.0,B,3.0,34.0,42.0,76.0,3.23,2.39,Artificial Intelligence
40135,D,2.0,37.0,22.0,59.0,A,3.7,37.0,51.0,88.0,B,3.0,40.0,36.0,76.0,B+,3.3,37.0,44.0,81.0,C+,2.7,30.0,40.0,70.0,B,3.0,34.0,44.0,78.0,C,2.4,31.0,37.0,68.0,C+,2.7,32.0,41.0,73.0,C+,2.7,25.0,45.0,70.0,D,2.0,17.0,33.0,50.0,D+,2.2,19.0,44.0,63.0,C+,2.7,28.0,45.0,73.0,B,3.0,31.0,44.0,75.0,B+,3.3,39.0,44.0,83.0,C,2.4,13.0,55.0,68.0,B,3.0,36.0,41.0,77.0,B,3.0,35.0,41.0,76.0,A,3.7,40.0,46.0,86.0,C+,2.7,25.0,45.0,70.0,A,3.7,38.0,49.0,87.0,B+,3.3,40.0,44.0,84.0,D+,2.2,34.0,30.0,64.0,A,3.7,40.0,45.0,85.0,A+,4.0,38.0,53.0,91.0,A+,4.0,31.0,59.0,90.0,C,2.4,31.0,35.0,66.0,3.17,2.39,Artificial Intelligence
40136,B+,3.3,35.0,45.0,80.0,B,3.0,33.0,45.0,78.0,B,3.0,37.0,38.0,75.0,C,2.4,32.0,37.0,69.0,D+,2.2,24.0,36.0,60.0,B+,3.3,36.0,47.0,83.0,A,3.7,37.0,51.0,88.0,C,2.4,29.0,39.0,68.0,C+,2.7,31.0,41.0,72.0,C,2.4,32.0,36.0,68.0,D+,2.2,25.0,38.0,63.0,C,2.4,24.0,45.0,69.0,B+,3.3,38.0,46.0,84.0,A+,4.0,40.0,50.0,90.0,B+,3.3,24.0,60.0,84.0,D+,2.2,31.0,30.0,61.0,C,2.4,26.0,42.0,68.0,A+,4.0,36.0,58.0,94.0,C+,2.7,27.0,45.0,72.0,A,3.7,39.0,47.0,86.0,A,3.7,40.0,48.0,88.0,C+,2.7,35.0,36.0,71.0,B,3.0,36.0,40.0,76.0,A,3.7,39.0,46.0,85.0,A+,4.0,40.0,54.0,94.0,B,3.0,33.0,44.0,77.0,2.98,2.39,Artificial Intelligence
40137,C+,2.7,33.0,40.0,73.0,B,3.0,28.0,48.0,76.0,D,2.0,28.0,23.0,51.0,C,2.4,28.0,37.0,65.0,D,2.0,23.0,30.0,53.0,C+,2.7,32.0,40.0,72.0,B,3.0,35.0,44.0,79.0,D,2.0,30.0,29.0,59.0,C+,2.7,33.0,41.0,74.0,B+,3.3,32.0,50.0,82.0,D,2.0,25.0,34.0,59.0,B,3.0,28.0,48.0,76.0,C+,2.7,32.0,42.0,74.0,A,3.7,40.0,45.0,85.0,D+,2.2,21.0,43.0,64.0,D,2.0,25.0,34.0,59.0,B,3.0,33.0,43.0,76.0,A+,4.0,40.0,53.0,93.0,D,2.0,20.0,36.0,56.0,D+,2.2,29.0,35.0,64.0,A+,4.0,39.0,54.0,93.0,B,3.0,30.0,45.0,75.0,A,3.7,40.0,46.0,86.0,A,3.7,38.0,49.0,87.0,A+,4.0,39.0,54.0,93.0,D,2.0,29.0,26.0,55.0,2.98,2.39,Artificial Intelligence
40138,D+,2.2,14.0,46.0,60.0,D,2.0,20.0,38.0,58.0,,,,,,,,,,,,,,,,C,2.4,28.0,40.0,68.0,,,,,,D,2.0,21.0,29.0,50.0,D,2.0,19.0,35.0,54.0,D+,2.2,29.0,32.0,61.0,D,2.0,24.0,35.0,59.0,D+,2.2,30.0,34.0,64.0,B,3.0,29.0,47.0,76.0,B+,3.3,39.0,42.0,81.0,Abs,0.0,6.0,0.0,6.0,,,,,,,,,,,D,2.0,5.0,52.0,57.0,D,2.0,24.0,30.0,54.0,C,2.4,29.0,40.0,69.0,D+,2.2,32.0,33.0,64.0,C,2.4,39.0,27.0,66.0,D,2.0,24.0,33.0,57.0,D,2.0,12.0,38.0,50.0,D+,2.2,31.0,30.0,61.0,D,2.0,24.0,26.0,50.0,1.82,1.6,Operation Research & Decision Support
